Keyword,Position,Previous Position,Search Volume,CPC,Url,Traffic (%),Traffic Cost (%),Competition,Number of Results,Trends,Timestamp,geo class,relevant class
precio reforma integral cocina,2,0,20,1.92,http://precio.habitissimo.es/reforma-integral-cocina,0.00,0.00,0.81,394000,"0.50,0.99,0.99,0.99,0.50,0.50,0.50,0.50,0.99,0.99,0.99,0.99",1428477644,nogeo,relevant
las mejores marcas de sofas,2,2,20,0.40,http://www.habitissimo.es/marcas/sofas,0.00,0.00,0.66,687000,"0.99,0.33,0.33,0.67,0.33,0.67,0.99,0.67,0.67,0.99,0.67,0.99",1428145413,nogeo,norelevant
presupuestos electricidad,2,5,20,1.44,http://www.habitissimo.es/presupuestos/electricidad-vivienda,0.00,0.00,0.64,1710000,"0.33,0.33,0.67,0.33,0.33,0.67,0.33,0.67,0.67,0.33,0.99,0.99",1428214301,nogeo,relevant
marcas de sofas de calidad,2,3,20,0.16,http://www.habitissimo.es/marcas/sofas,0.00,0.00,0.74,372000,"0.50,0.25,0.25,0.75,0.50,0.50,0.50,0.99,0.75,0.75,0.50,0.50",1428260755,nogeo,norelevant
puertas aluminio sevilla,2,2,20,0.73,http://www.habitissimo.es/presupuestos/carpinteria-aluminio/sevilla,0.00,0.00,0.82,845000,"0.50,0.25,0.50,0.99,0.25,0.25,0.50,0.50,0.50,0.25,0.75,0.50",1428329438,geo,norelevant
reforma de cocina precio,2,0,20,0.70,http://precio.habitissimo.es/reformas-cocinas,0.00,0.00,0.85,9810000,"0.99,0.99,0.60,0.20,0.20,0.20,0.40,0.20,0.20,0.40,0.40,0.40",1428515542,nogeo,relevant
flex bilbao,2,2,20,0.00,http://www.habitissimo.es/noctalia-flex-bilbao-c-alameda-urqujo,0.00,0.00,0.02,395000,"0.99,0.67,0.67,0.99,0.33,0.67,0.67,0.67,0.33,0.67,0.99,0.67",1428615277,geo,norelevant
mudanzas urbano madrid,2,6,20,4.15,http://www.habitissimo.es/urbano-mudanzas-rivas-madrid,0.00,0.01,0.94,314000,"0.50,0.99,0.99,0.99,0.99,0.50,0.50,0.50,0.99,0.50,0.50,0.50",1428203437,geo,norelevant
reformas de vivienda,3,0,20,2.11,http://precio.habitissimo.es/reformas-viviendas,0.00,0.00,0.99,18700000,"0.67,0.33,0.99,0.33,0.33,0.67,0.67,0.33,0.33,0.67,0.67,0.33",1428428966,nogeo,relevant
marcas de calderas de biomasa,3,5,20,0.05,http://www.habitissimo.es/marcas/caldera,0.00,0.00,0.72,211000,"0.75,0.75,0.75,0.50,0.50,0.25,0.25,0.50,0.75,0.99,0.75,0.50",1428351559,nogeo,norelevant
reparacion bañeras barcelona,3,4,20,0.63,http://www.habitissimo.es/presupuestos/esmaltar-banera/barcelona,0.00,0.00,0.86,76000,"0.99,0.99,0.99,0.99,0.99,0.50,0.99,0.99,0.99,0.50,0.99,0.50",1428183395,geo,relevant
presupuesto para reformar una casa,3,3,20,2.41,http://www.habitissimo.es/presupuestos/reformas-viviendas,0.00,0.00,0.89,670000,"0.99,0.67,0.99,0.99,0.33,0.33,0.67,0.33,0.33,0.33,0.33,0.33",1428087984,geo,relevant
cortinas para comedores,3,0,20,0.26,http://fotos.habitissimo.es/cortinas,0.00,0.00,0.56,690000,"0.50,0.25,0.25,0.25,0.25,0.50,0.75,0.25,0.99,0.50,0.50,0.99",1428823052,nogeo,norelevant
presupuesto puerta corredera,3,3,20,0.75,http://www.habitissimo.es/presupuestos/instalar-puerta-corredera-empotrada,0.00,0.00,0.75,236000,"0.99,0.50,0.75,0.50,0.50,0.75,0.25,0.50,0.50,0.50,0.50,0.75",1428361194,nogeo,norelevant
precios de piscina,3,3,20,0.90,http://precio.habitissimo.es/construccion-piscinas,0.00,0.00,1.00,118000000,"0.20,0.20,0.20,0.99,0.99,0.40,0.40,0.20,0.20,0.20,0.20,0.40",1428342430,nogeo,norelevant
dibujos de tejados,3,3,20,0.00,http://fotos.habitissimo.es/tejados,0.00,0.00,0.09,4830000,"0.50,0.50,0.25,0.25,0.25,0.25,0.25,0.75,0.50,0.99,0.99,0.75",1428141074,nogeo,norelevant
legrand valencia,3,2,20,0.00,http://www.habitissimo.es/legrand/distribuidores/valencia,0.00,0.00,0.03,374000,"0.67,0.67,0.67,0.33,0.67,0.33,0.99,0.99,0.99,0.99,0.99,0.67",1428482665,geo,norelevant
diseño cafeterias modernas,3,0,20,0.00,http://fotos.habitissimo.es/foto/diseno-de-interiores-cafeteria-la-moderna_328703,0.00,0.00,0.23,464000,"0.50,0.50,0.99,0.50,0.50,0.50,0.99,0.99,0.99,0.99,0.99,0.99",1428765828,nogeo,norelevant
pintores las palmas,3,3,20,0.72,http://www.habitissimo.es/presupuestos/pintores/las-palmas/las-palmas-de-gran-canaria,0.00,0.00,0.62,585000,"0.50,0.75,0.50,0.25,0.25,0.50,0.50,0.50,0.50,0.99,0.75,0.75",1428360751,geo,relevant
techos de pizarra,3,5,20,0.75,http://preguntas.habitissimo.es/pregunta/colocar-pizarra-o-teja-en-el-tejado,0.00,0.00,0.80,467000,"0.67,0.67,0.33,0.67,0.67,0.99,0.67,0.99,0.99,0.33,0.67,0.67",1428323235,nogeo,norelevant
casas con tarima flotante,3,3,20,0.73,http://preguntas.habitissimo.es/pregunta/poner-tarima-flotante-o-pavimento-ceramico-en-casa,0.00,0.00,0.27,460000,"0.75,0.99,0.50,0.50,0.25,0.50,0.25,0.25,0.50,0.75,0.75,0.50",1428848080,nogeo,norelevant
poliuretano proyectado sevilla,3,3,20,1.63,http://www.habitissimo.es/presupuestos/poliuretano-proyectado/sevilla,0.00,0.00,0.95,61000,"0.33,0.67,0.67,0.33,0.67,0.99,0.67,0.99,0.67,0.67,0.99,0.33",1428198990,geo,norelevant
marmolistas en zaragoza,3,2,20,0.61,http://www.habitissimo.es/presupuestos/marmolistas/zaragoza,0.00,0.00,0.30,101000,"0.99,0.25,0.25,0.50,0.50,0.50,0.50,0.50,0.75,0.75,0.99,0.75",1428360376,geo,norelevant
armarios empotrados madrid precios,3,3,20,1.84,http://precio.habitissimo.es/armarios,0.00,0.00,0.89,453000,"0.99,0.50,0.50,0.50,0.50,0.25,0.75,0.25,0.50,0.25,0.50,0.50",1428110748,geo,norelevant
muebles de cocina de aluminio,3,2,20,0.71,http://www.habitissimo.es/presupuestos/muebles-cocina-aluminio,0.00,0.00,0.59,5760000,"0.67,0.67,0.99,0.67,0.67,0.67,0.99,0.99,0.99,0.33,0.99,0.67",1428673052,nogeo,norelevant
marcas de vitroceramicas,3,2,20,0.59,http://www.habitissimo.es/marcas/vitroceramica,0.00,0.00,0.48,742000,"0.33,0.67,0.67,0.33,0.67,0.67,0.67,0.33,0.67,0.67,0.99,0.99",1428619899,nogeo,norelevant
ka internacional rivas,3,3,20,0.00,http://www.habitissimo.es/ka-international-rivas-vaciamadrid,0.00,0.00,0.01,206000,"0.33,0.67,0.33,0.33,0.67,0.67,0.33,0.33,0.33,0.99,0.67,0.67",1428770360,nogeo,norelevant
frigorificos miele catalogo,3,3,20,0.27,http://www.habitissimo.es/miele/catalogos,0.00,0.00,0.41,30000,"0.25,0.25,0.50,0.75,0.50,0.50,0.25,0.99,0.25,0.25,0.25,0.25",1428500509,nogeo,norelevant
presupuesto construccion chalet,3,3,20,1.31,http://www.habitissimo.es/presupuestos/valencia/monserrat/hacerme-un-chalet-nuevo,0.00,0.00,0.74,342000,"0.22,0.22,0.99,0.22,0.22,0.22,0.11,0.11,0.11,0.22,0.11,0.22",1428511438,nogeo,norelevant
silestone almeria,3,3,20,0.00,http://www.habitissimo.es/presupuestos/encimera-silestone/almeria/almeria,0.00,0.00,0.10,49000,"0.67,0.33,0.67,0.33,0.67,0.67,0.33,0.33,0.67,0.33,0.67,0.99",1428807975,geo,norelevant
riego automatico precio,3,6,20,0.38,http://www.habitissimo.es/presupuestos/instalar-riego-automatico,0.00,0.00,1.00,240000,"0.33,0.67,0.99,0.67,0.67,0.33,0.33,0.33,0.33,0.33,0.33,0.67",1428218999,nogeo,norelevant
marcas de azulejos para baño,3,1,20,0.00,http://www.habitissimo.es/marcas/azulejos,0.00,0.00,0.41,617000,"0.50,0.50,0.75,0.99,0.50,0.25,0.25,0.25,0.25,0.25,0.25,0.25",1428495583,nogeo,norelevant
decoradores marbella,3,4,20,1.34,http://www.habitissimo.es/empresas/decoradores/malaga/marbella,0.00,0.00,0.80,107000,"0.50,0.50,0.50,0.99,0.99,0.50,0.99,0.99,0.99,0.50,0.99,0.50",1428187997,geo,norelevant
tarima flotante marcas,3,9,20,0.69,http://preguntas.habitissimo.es/pregunta/poner-tarima-flotante-o-pavimento-ceramico-en-casa,0.00,0.00,0.72,129000,"0.50,0.75,0.75,0.50,0.25,0.25,0.50,0.50,0.75,0.75,0.99,0.75",1428442680,nogeo,norelevant
persiana mallorquina aluminio,3,3,20,0.80,http://www.habitissimo.es/presupuestos/persianas-mallorquinas-aluminio,0.00,0.00,0.70,31000,"0.75,0.75,0.99,0.75,0.50,0.75,0.75,0.25,0.50,0.50,0.50,0.75",1428391000,nogeo,relevant
empresas muebles,3,5,20,0.23,http://www.habitissimo.es/empresas/muebles,0.00,0.00,0.50,24700000,"0.99,0.33,0.67,0.33,0.33,0.33,0.67,0.67,0.67,0.67,0.67,0.67",1428140935,nogeo,norelevant
empresas mantenimiento malaga,3,4,20,2.33,http://www.habitissimo.es/empresas/mantenimiento/malaga,0.00,0.00,0.90,727000,"0.40,0.40,0.60,0.20,0.99,0.20,0.40,0.20,0.60,0.20,0.20,0.60",1428414258,geo,norelevant
presupuestos pladur,3,4,20,0.73,http://www.habitissimo.es/presupuestos/pladur,0.00,0.00,0.36,401000,"0.99,0.33,0.67,0.67,0.67,0.33,0.33,0.99,0.33,0.67,0.33,0.67",1428447199,nogeo,norelevant
empresa limpieza oviedo,3,4,20,1.23,http://www.habitissimo.es/empresas/limpieza/asturias/oviedo,0.00,0.00,0.91,461000,"0.50,0.99,0.50,0.50,0.99,0.99,0.50,0.99,0.99,0.50,0.99,0.50",1428836672,geo,norelevant
precio instalacion calentador gas natural,3,3,20,1.29,http://www.habitissimo.es/presupuestos/instalar-termo-gas,0.00,0.00,0.97,441000,"0.33,0.33,0.33,0.33,0.99,0.33,0.67,0.33,0.67,0.33,0.33,0.67",1428814811,nogeo,norelevant
precio puertas automaticas,3,3,20,1.36,http://precio.habitissimo.es/puertas-garaje,0.00,0.00,0.99,476000,"0.99,0.67,0.99,0.33,0.67,0.33,0.67,0.67,0.67,0.99,0.99,0.99",1428101463,nogeo,norelevant
presupuesto para reforma,3,3,20,1.94,http://www.habitissimo.es/presupuestos/reformas,0.00,0.00,0.91,40000000,"0.75,0.50,0.99,0.75,0.50,0.50,0.25,0.25,0.75,0.25,0.50,0.50",1428232396,nogeo,relevant
puertas aluminio precio,3,3,20,1.25,http://precio.habitissimo.es/carpinteria-aluminio,0.00,0.00,0.92,7200000,"0.67,0.33,0.33,0.67,0.33,0.33,0.99,0.99,0.33,0.33,0.33,0.67",1428183633,nogeo,norelevant
armarios a medida mallorca,3,3,20,0.62,http://www.habitissimo.es/presupuestos/hacer-armario-a-medida/illes-balears/palma-de-mallorca,0.00,0.00,0.69,188000,"0.67,0.67,0.99,0.33,0.33,0.33,0.67,0.67,0.33,0.67,0.67,0.67",1428088132,nogeo,norelevant
reforma integral cocina precio,3,0,20,1.69,http://precio.habitissimo.es/reformas-cocinas,0.00,0.00,0.89,590000,"0.75,0.50,0.50,0.25,0.50,0.75,0.75,0.50,0.50,0.25,0.75,0.99",1428502362,nogeo,relevant
cortinas para un salon moderno,3,0,20,0.47,http://fotos.habitissimo.es/cortinas,0.00,0.00,0.44,628000,"0.40,0.20,0.20,0.20,0.20,0.20,0.40,0.40,0.99,0.40,0.60,0.40",1428209469,nogeo,norelevant
precios de guardamuebles,3,3,20,3.40,http://precio.habitissimo.es/guardamuebles,0.00,0.00,0.96,397000,"0.99,0.67,0.99,0.67,0.67,0.67,0.99,0.67,0.99,0.33,0.67,0.99",1428274606,nogeo,norelevant
pintores gijon,3,3,20,1.07,http://www.habitissimo.es/empresas/pintores/asturias/gijon,0.00,0.00,0.45,110000,"0.50,0.75,0.50,0.75,0.50,0.99,0.75,0.50,0.75,0.25,0.75,0.50",1428243025,geo,relevant
automatizar puerta de garaje,3,3,20,1.41,http://www.habitissimo.es/presupuestos/automatizar-puerta-garaje,0.00,0.00,0.59,165000,"0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.60,0.99,0.99,0.99,0.80",1428360579,nogeo,norelevant
aislamiento acustico sevilla,3,4,20,1.79,http://www.habitissimo.es/presupuestos/aislamiento-acustico/sevilla,0.00,0.00,0.94,33000,"0.99,0.50,0.75,0.50,0.75,0.25,0.50,0.50,0.25,0.75,0.75,0.99",1428150278,geo,norelevant
empresas de reforma,3,5,20,5.09,http://www.habitissimo.es/empresas/reformas-viviendas,0.00,0.01,0.88,80800000,"0.40,0.20,0.40,0.40,0.40,0.40,0.60,0.99,0.40,0.20,0.40,0.80",1428496036,nogeo,relevant
fotos de jardineria,3,4,20,0.00,http://fotos.habitissimo.es/jardineros,0.00,0.00,0.15,3310000,"0.99,0.99,0.75,0.50,0.75,0.50,0.25,0.75,0.25,0.50,0.50,0.75",1428727756,nogeo,norelevant
microcemento para suelos,3,4,20,1.74,http://precio.habitissimo.es/microcemento,0.00,0.00,0.88,266000,"0.75,0.50,0.25,0.25,0.50,0.50,0.25,0.25,0.25,0.25,0.75,0.99",1428338001,nogeo,norelevant
cuanto cuesta el microcemento,3,2,20,1.38,http://precio.habitissimo.es/microcemento,0.00,0.00,0.87,23000,"0.33,0.33,0.33,0.33,0.33,0.67,0.33,0.67,0.67,0.33,0.99,0.33",1428819068,nogeo,norelevant
precio puertas pvc,3,3,20,0.56,http://precio.habitissimo.es/carpinteria-pvc,0.00,0.00,0.51,728000,"0.40,0.20,0.20,0.20,0.40,0.20,0.20,0.80,0.40,0.20,0.40,0.99",1428174767,nogeo,norelevant
precios reformas pisos,3,2,20,2.27,http://precio.habitissimo.es/reformas-viviendas,0.00,0.00,0.87,559000,"0.25,0.25,0.50,0.75,0.99,0.25,0.50,0.75,0.75,0.25,0.25,0.75",1428457816,nogeo,relevant
precio domotica,3,3,20,0.16,http://precio.habitissimo.es/domotica,0.00,0.00,0.88,405000,"0.50,0.50,0.25,0.50,0.50,0.25,0.25,0.25,0.50,0.25,0.50,0.99",1428775051,nogeo,norelevant
pintores elche,3,4,20,0.02,http://www.habitissimo.es/empresas/pintores/alicante/elche,0.00,0.00,0.60,203000,"0.20,0.40,0.80,0.80,0.60,0.80,0.99,0.40,0.40,0.20,0.20,0.20",1428209368,nogeo,relevant
ventanas aluminio alicante,3,3,20,0.60,http://www.habitissimo.es/presupuestos/carpinteria-aluminio/alicante,0.00,0.00,0.77,528000,"0.33,0.33,0.33,0.99,0.33,0.33,0.33,0.67,0.67,0.33,0.99,0.33",1428836855,geo,norelevant
mallorquinas pvc,3,3,20,0.00,http://www.habitissimo.es/presupuestos/mallorquinas-pvc,0.00,0.00,0.28,119000,"0.75,0.99,0.99,0.75,0.50,0.25,0.25,0.50,0.50,0.25,0.50,0.50",1428741405,nogeo,norelevant
lavabos sangra,3,3,20,0.00,http://www.habitissimo.es/sangra,0.00,0.00,0.37,15000,"0.50,0.50,0.50,0.75,0.75,0.25,0.75,0.99,0.75,0.50,0.50,0.50",1428314133,nogeo,norelevant
fotos de viviendas,3,4,20,0.00,http://fotos.habitissimo.es/reformas-viviendas,0.00,0.00,0.11,58500000,"0.99,0.50,0.50,0.25,0.50,0.25,0.25,0.75,0.50,0.75,0.50,0.50",1428803676,nogeo,norelevant
presupuesto domotica,3,3,20,0.00,http://precio.habitissimo.es/domotica,0.00,0.00,0.64,106000,"0.33,0.67,0.67,0.67,0.99,0.33,0.67,0.67,0.99,0.33,0.99,0.67",1428187784,nogeo,norelevant
presupuesto tarima flotante madrid,3,2,20,2.72,http://www.habitissimo.es/presupuestos/instalacion-tarima-flotante/madrid,0.00,0.00,0.97,215000,"0.33,0.33,0.33,0.33,0.67,0.33,0.67,0.33,0.99,0.67,0.99,0.67",1428721454,geo,norelevant
empresas pladur madrid,3,3,20,0.26,http://www.habitissimo.es/empresas/pladur/madrid,0.00,0.00,0.45,434000,"0.99,0.99,0.67,0.33,0.33,0.33,0.33,0.67,0.67,0.33,0.99,0.33",1428457772,geo,norelevant
precios de reformas de pisos,3,3,20,1.08,http://precio.habitissimo.es/reformas-viviendas,0.00,0.00,0.94,600000,"0.40,0.20,0.20,0.40,0.40,0.80,0.99,0.80,0.20,0.20,0.20,0.20",1428361031,nogeo,relevant
decoracion cafeterias modernas,3,3,20,0.00,http://www.habitissimo.es/ideas/como-decorar-una-cafeteria-moderna,0.00,0.00,0.45,14000,"0.25,0.75,0.25,0.25,0.99,0.99,0.75,0.50,0.75,0.50,0.50,0.25",1428443045,nogeo,norelevant
persianas algeciras,3,3,20,0.07,http://www.habitissimo.es/presupuestos/persianas/cadiz/algeciras,0.00,0.00,0.19,87000,"0.67,0.33,0.67,0.67,0.99,0.67,0.67,0.67,0.33,0.33,0.67,0.99",1428395828,geo,relevant
pintores en navarra,3,3,20,0.97,http://www.habitissimo.es/empresas/pintores/navarra,0.00,0.00,0.45,521000,"0.33,0.33,0.99,0.33,0.33,0.33,0.99,0.99,0.67,0.33,0.33,0.33",1428231693,geo,relevant
presupuesto alicatar cocina,3,8,20,1.08,http://www.habitissimo.es/presupuestos/alicatar-cocina,0.00,0.00,0.56,97000,"0.40,0.20,0.40,0.80,0.40,0.40,0.60,0.40,0.60,0.20,0.99,0.40",1428650354,nogeo,norelevant
fotos garajes,3,3,20,0.00,http://fotos.habitissimo.es/puertas-garaje,0.00,0.00,0.04,1280000,"0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.33,0.67,0.67,0.99,0.67",1428447297,nogeo,norelevant
precios puertas aluminio,3,3,20,0.71,http://precio.habitissimo.es/carpinteria-aluminio,0.00,0.00,0.88,1030000,"0.50,0.50,0.75,0.25,0.50,0.50,0.50,0.99,0.25,0.25,0.50,0.25",1428141119,nogeo,norelevant
diseño de interiores malaga,3,0,20,1.19,http://www.habitissimo.es/empresas/diseno-de-interiores/malaga,0.00,0.00,0.83,392000,"0.99,0.25,0.75,0.50,0.50,0.25,0.75,0.50,0.50,0.50,0.75,0.75",1428391478,geo,norelevant
reparacion de puertas de madera,3,4,20,0.69,http://www.habitissimo.es/presupuestos/reparar-puertas-madera,0.00,0.00,0.80,476000,"0.50,0.50,0.75,0.50,0.50,0.99,0.75,0.50,0.50,0.50,0.50,0.75",1428845961,nogeo,relevant
toldos tirado granada,3,2,20,0.00,http://www.habitissimo.es/toldos-tirado,0.00,0.00,0.38,27000,"0.40,0.60,0.99,0.60,0.60,0.20,0.20,0.20,0.20,0.20,0.20,0.20",1428500155,geo,relevant
casa construccion,3,3,20,0.82,http://precio.habitissimo.es/construccion-casas,0.00,0.00,0.78,28300000,"0.67,0.67,0.67,0.33,0.33,0.33,0.33,0.33,0.67,0.67,0.99,0.67",1428236920,nogeo,norelevant
usos del roble,3,4,20,0.00,http://www.habitissimo.es/ideas/el-uso-del-roble-en-la-construccion,0.00,0.00,0.00,537000,"0.40,0.40,0.20,0.40,0.20,0.20,0.20,0.99,0.80,0.60,0.40,0.60",1428683596,nogeo,norelevant
armarios empotrados tenerife,3,4,20,1.02,http://www.habitissimo.es/presupuestos/hacer-armario-empotrado/santa-cruz-de-tenerife,0.00,0.00,0.82,525000,"0.67,0.33,0.33,0.67,0.33,0.67,0.67,0.67,0.33,0.99,0.67,0.67",1428160847,geo,norelevant
empresas aire acondicionado barcelona,3,3,20,1.09,http://www.habitissimo.es/empresas/aire-acondicionado/barcelona,0.00,0.00,0.83,630000,"0.50,0.75,0.99,0.99,0.99,0.25,0.25,0.50,0.25,0.25,0.25,0.25",1428137042,geo,relevant
reformas baños y cocinas,3,3,20,1.29,http://precio.habitissimo.es/reformas-cocinas,0.00,0.00,0.87,752000,"0.50,0.99,0.50,0.50,0.75,0.50,0.75,0.25,0.25,0.25,0.25,0.50",1428114822,nogeo,relevant
guardamuebles precio,3,3,20,2.88,http://precio.habitissimo.es/guardamuebles,0.00,0.00,0.97,410000,"0.67,0.67,0.33,0.67,0.33,0.67,0.67,0.33,0.67,0.67,0.99,0.33",1428803290,nogeo,norelevant
precio puerta pvc,3,4,20,0.84,http://precio.habitissimo.es/carpinteria-pvc,0.00,0.00,0.72,669000,"0.50,0.25,0.50,0.25,0.50,0.50,0.50,0.50,0.50,0.25,0.99,0.99",1428347325,nogeo,norelevant
toldos illescas,3,5,20,0.00,http://www.habitissimo.es/presupuestos/toldos/toledo/illescas,0.00,0.00,0.89,47000,"0.99,0.80,0.99,0.80,0.40,0.20,0.20,0.20,0.20,0.20,0.20,0.20",1428783803,geo,relevant
puertas garaje malaga,3,3,20,1.31,http://www.habitissimo.es/presupuestos/puertas-garaje/malaga,0.00,0.00,0.84,406000,"0.25,0.50,0.25,0.25,0.99,0.50,0.99,0.50,0.75,0.75,0.25,0.50",1428520102,geo,norelevant
ventanas climalit madrid,3,2,20,1.02,http://www.habitissimo.es/presupuestos/ventana-climalit/madrid,0.00,0.00,1.00,408000,"0.20,0.20,0.20,0.40,0.60,0.40,0.60,0.99,0.40,0.20,0.20,0.20",1428447528,geo,norelevant
reforma locales,3,2,20,3.60,http://precio.habitissimo.es/reformas-locales-comerciales/madrid,0.00,0.01,0.92,45000000,"0.33,0.33,0.33,0.99,0.33,0.33,0.33,0.67,0.67,0.33,0.33,0.67",1428178897,nogeo,relevant
hacer mueble a medida,3,3,20,0.49,http://www.habitissimo.es/presupuestos/hacer-mueble-a-medida,0.00,0.00,0.60,15500000,"0.50,0.99,0.50,0.50,0.99,0.50,0.50,0.50,0.99,0.99,0.99,0.99",1428284809,nogeo,norelevant
techar una terraza,3,2,20,0.00,http://www.habitissimo.es/presupuestos/techar-terraza,0.00,0.00,0.13,324000,"0.99,0.67,0.99,0.67,0.67,0.67,0.99,0.67,0.67,0.33,0.67,0.67",1428304940,geo,norelevant
moblerone palma,3,4,20,0.00,http://www.habitissimo.es/moblerone-palma-de-mallorca,0.00,0.00,0.02,3000,"0.40,0.40,0.40,0.20,0.40,0.40,0.40,0.40,0.40,0.20,0.99,0.60",1428506993,geo,norelevant
ventanas de aluminio en alicante,3,3,20,0.61,http://www.habitissimo.es/presupuestos/carpinteria-aluminio/alicante,0.00,0.00,0.85,529000,"0.67,0.99,0.67,0.67,0.33,0.67,0.33,0.67,0.67,0.67,0.33,0.67",1428645901,geo,norelevant
microcemento imagenes,3,3,20,1.45,http://fotos.habitissimo.es/microcemento,0.00,0.00,0.80,55000,"0.99,0.75,0.75,0.50,0.25,0.25,0.50,0.75,0.50,0.50,0.25,0.75",1428309911,nogeo,norelevant
fotos de estores para salon,3,3,20,0.25,http://fotos.habitissimo.es/cortinas,0.00,0.00,0.28,251000,"0.25,0.25,0.50,0.25,0.25,0.50,0.50,0.50,0.50,0.50,0.50,0.99",1428251791,nogeo,norelevant
marcas sabanas,3,2,20,0.00,http://www.habitissimo.es/marcas/sabanas,0.00,0.00,0.47,662000,"0.33,0.67,0.33,0.33,0.67,0.33,0.99,0.99,0.67,0.67,0.99,0.67",1428414116,nogeo,norelevant
reformas en cocinas,3,3,20,3.01,http://fotos.habitissimo.es/reformas-cocinas,0.00,0.00,0.81,876000,"0.99,0.33,0.33,0.33,0.33,0.33,0.67,0.67,0.67,0.33,0.67,0.67",1428847672,nogeo,relevant
pintar el piso,3,7,20,1.50,http://preguntas.habitissimo.es/pregunta/cuanto-costaria-pintar-interior-vivienda,0.00,0.00,0.31,1700000,"0.99,0.67,0.67,0.67,0.99,0.67,0.99,0.99,0.67,0.33,0.33,0.67",1428327490,nogeo,relevant
reforma cocina presupuesto,3,3,20,2.89,http://precio.habitissimo.es/reformas-cocinas,0.00,0.00,0.92,629000,"0.50,0.25,0.50,0.50,0.50,0.25,0.50,0.50,0.75,0.25,0.50,0.99",1428252244,nogeo,relevant
reformas de calidad,3,3,20,0.00,http://www.habitissimo.es/sivico,0.00,0.00,0.84,38900000,"0.99,0.25,0.25,0.25,0.25,0.25,0.50,0.50,0.25,0.50,0.25,0.75",1428119805,nogeo,relevant
aprovechar el espacio en casas pequeñas,3,5,20,0.00,http://www.habitissimo.es/ideas/casas-pequenas-con-mucho-estilo,0.00,0.00,0.01,5000000,"0.75,0.50,0.99,0.50,0.25,0.50,0.25,0.25,0.75,0.75,0.75,0.75",1428750911,nogeo,norelevant
policarbonato malaga,3,3,20,0.02,http://www.habitissimo.es/presupuestos/policarbonato/malaga,0.00,0.00,0.56,135000,"0.99,0.67,0.33,0.33,0.67,0.33,0.67,0.67,0.67,0.67,0.67,0.67",1428169800,geo,norelevant
presupuesto reformar cocina,3,3,20,1.88,http://precio.habitissimo.es/reformas-cocinas,0.00,0.00,0.89,401000,"0.67,0.33,0.67,0.67,0.99,0.33,0.67,0.67,0.33,0.33,0.99,0.67",1428775233,nogeo,relevant
presupuestos jardineria,3,2,20,0.92,http://www.habitissimo.es/presupuestos/jardineria,0.00,0.00,0.60,370000,"0.99,0.99,0.99,0.50,0.50,0.99,0.99,0.99,0.50,0.99,0.99,0.99",1428169919,nogeo,norelevant
reformas rusticas,3,2,20,0.00,http://www.habitissimo.es/reforma-casa-rustica_s,0.00,0.00,0.40,766000,"0.67,0.67,0.67,0.33,0.33,0.67,0.67,0.33,0.67,0.67,0.99,0.33",1428783662,nogeo,relevant
decoracion de interiores malaga,3,9,20,0.72,http://www.habitissimo.es/empresas/diseno-de-interiores/malaga,0.00,0.00,0.61,227000,"0.99,0.60,0.60,0.20,0.20,0.60,0.80,0.40,0.20,0.20,0.20,0.60",1428160873,geo,norelevant
precio cambiar cocina,3,0,20,0.25,http://precio.habitissimo.es/reformas-cocinas,0.00,0.00,0.64,60800000,"0.99,0.99,0.50,0.50,0.50,0.50,0.99,0.99,0.99,0.50,0.99,0.99",1428674487,nogeo,norelevant
puertas motorizadas garaje,3,3,20,0.34,http://precio.habitissimo.es/puertas-garaje,0.00,0.00,0.99,93000,"0.99,0.67,0.33,0.33,0.67,0.33,0.99,0.99,0.67,0.67,0.67,0.67",1428610995,nogeo,norelevant
fontaneros en alcala de henares,3,3,20,20.69,http://www.habitissimo.es/presupuestos/fontaneros/madrid/alcala-de-henares,0.00,0.06,0.87,85000,"0.25,0.25,0.50,0.25,0.25,0.75,0.50,0.50,0.75,0.75,0.50,0.99",1428548272,geo,relevant
presupuestos de piscinas de obra,3,4,20,1.43,http://precio.habitissimo.es/construccion-piscinas,0.00,0.00,0.77,414000,"0.50,0.99,0.50,0.75,0.75,0.75,0.50,0.25,0.25,0.25,0.75,0.50",1428314281,nogeo,norelevant
precio de tarimas flotantes,3,3,20,1.17,http://preguntas.habitissimo.es/pregunta/cuanto-costaria-poner-tarima-flotante,0.00,0.00,0.88,466000,"0.14,0.28,0.14,0.14,0.14,0.14,0.14,0.14,0.28,0.14,0.28,0.99",1428295889,nogeo,norelevant
reformas en jaen,3,6,20,1.51,http://www.habitissimo.es/empresas/reformas/jaen,0.00,0.00,0.66,619000,"0.25,0.25,0.50,0.25,0.25,0.25,0.75,0.50,0.99,0.25,0.99,0.99",1428438062,geo,relevant
cedula de habitabilidad galicia,3,3,20,0.02,http://preguntas.habitissimo.es/pregunta/problemas-en-la-verificacion-y-dudas-sobre-las-medidas-minimas-exigidas-en-mugardos-para-considerar-una-casa-con-cedula-de-habitabilidad,0.00,0.00,0.11,3000,"0.50,0.50,0.50,0.50,0.50,0.25,0.50,0.75,0.99,0.25,0.50,0.50",1428586700,nogeo,norelevant
